1506240007400444,5006,GSA63.WNA120
1506240007420945,5555,GSA63.WNA120
1506240007450481,5562,GSA63.WNA120
1506240007480271,4072,GSA63.WNA120
1506240007500927,4833,GSA63.WNA120
1506240007530440,4506,GSA63.WNA120
1506240007550953,4548,GSA63.WNA120
1506240007580410,4209,GSA63.WNA120
1506240008000976,5429,GSA63.WNA120
1506240008030477,4024,GSA63.WNA120
1506240008050935,3788,GSA63.WNA120
1506240008080425,3036,GSA63.WNA120
1506240008100970,3795,GSA63.WNA120
1506240008130504,5920,GSA63.WNA120
1506240008160095,5373,GSA63.WNA120
1506240008180563,3487,GSA63.WNA120
1506240008210100,2932,GSA63.WNA120
1506240008230644,4210,GSA63.WNA120
1506240008260207,4957,GSA63.WNA120
1506240008290046,4710,GSA63.WNA120
1506240008310704,4084,GSA63.WNA120
1506240008340239,1244,GSA63.WNA120
1506240008360730,3048,GSA63.WNA120
1506240008390185,4824,GSA63.WNA120
1506240008410677,4865,GSA63.WNA120
1506240008440154,4696,GSA63.WNA120
1506240008460667,4860,GSA63.WNA120
1506240008490256,3494,GSA63.WNA120
1506240008510802,4851,GSA63.WNA120
1506240008540325,4343,GSA63.WNA120
1506240008560805,5551,GSA63.WNA120
1506240008590361,3559,GSA63.WNA120
1506240009010895,4141,GSA63.WNA120
1506240009040441,5819,GSA63.WNA120
1506240009060977,3604,GSA63.WNA120
1506240011500207,5561,GSA63.WNA120
1506240011530320,4288,GSA63.WNA120
1506240011560400,3517,GSA63.WNA120
1506240011580945,5429,GSA63.WNA120
1506240012010402,5650,GSA63.WNA120
1506240012030913,4024,GSA63.WNA120
1506240012060349,4200,GSA63.WNA120
1506240012080861,3788,GSA63.WNA120
1506240012110395,4864,GSA63.WNA120
1506240012130940,3036,GSA63.WNA120
1506240012160442,3332,GSA63.WNA120
1506240012180943,3795,GSA63.WNA120
1506240012210465,3390,GSA63.WNA120
1506240012240012,3487,GSA63.WNA120
1506240012260525,4210,GSA63.WNA120
1506240012290003,1244,GSA63.WNA120
1506240012340060,4835,GSA63.WNA120
1506240012370085,4647,GSA63.WNA120
1506240012400175,4602,GSA63.WNA120
1506240012420687,4696,GSA63.WNA120
1506240012450067,4919,GSA63.WNA120
1506240012470591,3494,GSA63.WNA120
1506240012490947,4879,GSA63.WNA120
1506240012520426,4878,GSA63.WNA120
1506240012540774,4747,GSA63.WNA120
1506240012570328,4343,GSA63.WNA120
1506240012590830,3559,GSA63.WNA120
1506240120420944,3048,GSA63.WNA120
1506240120450632,4824,GSA63.WNA120
1506240120480356,4865,GSA63.WNA120
1506240120510003,4860,GSA63.WNA120
1506240120530603,4851,GSA63.WNA120
1506240120560404,4141,GSA63.WNA120
1506240120590028,4166,GSA63.WNA120
1506240121010786,5352,GSA63.WNA120
1506240121260307,4183,GSA63.WNA120
1506240121280853,4474,GSA63.WNA120
1506240121310621,4256,GSA63.WNA120
1506240121340333,4670,GSA63.WNA120
1506240121360956,4255,GSA63.WNA120
1506240121390635,5851,GSA63.WNA120
1506240121420369,5466,GSA63.WNA120
1506240121450036,4139,GSA63.WNA120
1506240121580544,4821,GSA63.WNA120
1506240122010234,4831,GSA63.WNA120
1506240122030823,4590,GSA63.WNA120
1506240122060509,3615,GSA63.WNA120
1506240122090215,4608,GSA63.WNA120
1506240122110927,4719,GSA63.WNA120
1506240122140651,4472,GSA63.WNA120
1506240122170331,4500,GSA63.WNA120
1506240122310004,5162,GSA63.WNA120
